SYNPCC7942_2569-MONOMER	SYNPCC7942_2569	Q31K20	orotidine 5'-phosphate decarboxylase	PyrF
SYNPCC7942_0197-MONOMER	SYNPCC7942_0197	O68867	folate/biopterin transporter	
SYNPCC7942_0196-MONOMER	SYNPCC7942_0196	Q31RU1	&beta;-carotene 15,15'-dioxygenase	
SYNPCC7942_0195-MONOMER	SYNPCC7942_0195	Q31RU2	conserved hypothetical protein	
SYNPCC7942_0194-MONOMER	SYNPCC7942_0194	Q31RU3	DNA polymerase I	PolA
SYNPCC7942_0193-MONOMER	SYNPCC7942_0193	Q31RU4	conserved hypothetical protein	
SYNPCC7942_0192-MONOMER	SYNPCC7942_0192	Q31RU5	conserved hypothetical protein YCF60	
SYNPCC7942_0191-MONOMER	SYNPCC7942_0191	Q31RU6	Serine--glyoxylate transaminase	SgaA
SYNPCC7942_0190-MONOMER	SYNPCC7942_0190	Q31RU7	cobalt-precorrin-6A synthase	CbiD
SYNPCC7942_0189-MONOMER	SYNPCC7942_0189	Q31RU8	GMP synthase	GuaA
SYNPCC7942_0188-MONOMER	SYNPCC7942_0188	Q31RU9	diguanylate cyclase/phosphodiesterase (GGDEF &amp; EAL domains) with PAS/PAC sensor(s)	
SYNPCC7942_0187-MONOMER	SYNPCC7942_0187	Q31RV0	conserved hypothetical protein	
SYNPCC7942_0186-MONOMER	SYNPCC7942_0186	Q31RV1	uncharacterized protein	
SYNPCC7942_0185-MONOMER	SYNPCC7942_0185	Q31RV2	&gamma;-glutamyltransferase	Ggt
SYNPCC7942_0184-MONOMER	SYNPCC7942_0184	Q31RV3	putative phosphate permease	
SYNPCC7942_0183-MONOMER	SYNPCC7942_0183	Q31RV4	conserved hypothetical protein	
SYNPCC7942_0182-MONOMER	SYNPCC7942_0182	Q31RV5	hypothetical protein	
SYNPCC7942_0181-MONOMER	SYNPCC7942_0181	Q31RV6	ATPase	
SYNPCC7942_0180-MONOMER	SYNPCC7942_0180	Q31RV7	conserved hypothetical protein	
SYNPCC7942_0179-MONOMER	SYNPCC7942_0179	Q31RV8	Secretion chaperone CsaA	CsaA
SYNPCC7942_0178-MONOMER	SYNPCC7942_0178	Q31RV9	ABC-type uncharacterized transport system, ATPase component	
SYNPCC7942_0177-MONOMER	SYNPCC7942_0177	Q31RW0	ABC-type uncharacterized transport system, permease component	
SYNPCC7942_0176-MONOMER	SYNPCC7942_0176	Q31RW1	conserved hypothetical protein	
SYNPCC7942_0175-MONOMER	SYNPCC7942_0175	Q31RW2	hypothetical protein	
SYNPCC7942_0174-MONOMER	SYNPCC7942_0174	Q31RW3	Protein of unknown function UPF0011	
SYNPCC7942_0173-MONOMER	SYNPCC7942_0173	Q31RW4	3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase-like	CysQ
SYNPCC7942_0172-MONOMER	SYNPCC7942_0172	Q31RW5	hypothetical protein	
SYNPCC7942_0171-MONOMER	SYNPCC7942_0171	Q31RW6	cysteine synthase	CysM
SYNPCC7942_0170-MONOMER	SYNPCC7942_0170	Q31RW7	hypothetical protein	
SYNPCC7942_0169-MONOMER	SYNPCC7942_0169	Q31RW8	glutamine synthetase type III subunit	GlnN
SYNPCC7942_0168-MONOMER	SYNPCC7942_0168	Q31RW9	conserved hypothetical protein	
SYNPCC7942_0167-MONOMER	SYNPCC7942_0167	Q31RX0	hypothetical protein	
SYNPCC7942_0166-MONOMER	SYNPCC7942_0166	Q31RX1	conserved hypothetical protein	
SYNPCC7942_0165-MONOMER	SYNPCC7942_0165	Q31RX2	hypothetical protein	
SYNPCC7942_0164-MONOMER	SYNPCC7942_0164	Q31RX3	Iojap-related protein	
SYNPCC7942_0163-MONOMER	SYNPCC7942_0163	Q31RX4	conserved hypothetical protein	
SYNPCC7942_0162-MONOMER	SYNPCC7942_0162	Q31RX5	hypothetical protein	
SYNPCC7942_0161-MONOMER	SYNPCC7942_0161	Q31RX6	conserved hypothetical protein	
SYNPCC7942_0160-MONOMER	SYNPCC7942_0160	Q31RX7	GTP-binding protein Era	Era
SYNPCC7942_0159-MONOMER	SYNPCC7942_0159	Q31RX8	Mov34/MPN/PAD-1	
SYNPCC7942_0158-MONOMER	SYNPCC7942_0158	Q31RX9	rhodanese	
SYNPCC7942_0157-MONOMER	SYNPCC7942_0157	Q31RY0	conserved hypothetical protein	
SYNPCC7942_0156-MONOMER	SYNPCC7942_0156	Q31RY1	phosphoglucomutase	
SYNPCC7942_0155-MONOMER	SYNPCC7942_0155	Q31RY2	hypothetical protein	
SYNPCC7942_0154-MONOMER	SYNPCC7942_0154	Q31RY3	hypothetical protein	
SYNPCC7942_0153-MONOMER	SYNPCC7942_0153	Q31RY4	conserved hypothetical protein	
SYNPCC7942_0152-MONOMER	SYNPCC7942_0152	Q31RY5	phospho-N-acetylmuramoyl-pentapeptide- transferase	MraY
SYNPCC7942_0151-MONOMER	SYNPCC7942_0151	Q31RY6	PsbAI-stimulating factor	PsfR
SYNPCC7942_0150-MONOMER	SYNPCC7942_0150	Q31RY7	Dolichyl-phosphate beta-D-mannosyltransferase	Dpm
SYNPCC7942_0149-MONOMER	SYNPCC7942_0149	Q31RY8	methylated-DNA--protein-cysteine methyltransferase	Ogt
SYNPCC7942_0148-MONOMER	SYNPCC7942_0148	Q31RY9	conserved hypothetical protein	
SYNPCC7942_0147-MONOMER	SYNPCC7942_0147	Q31RZ0	conserved hypothetical protein	
SYNPCC7942_0146-MONOMER	SYNPCC7942_0146	Q31RZ1	conserved hypothetical protein	
SYNPCC7942_0145-MONOMER	SYNPCC7942_0145	Q31RZ2	conserved hypothetical protein	
SYNPCC7942_0144-MONOMER	SYNPCC7942_0144	Q31RZ3	conserved hypothetical protein	
SYNPCC7942_0143-MONOMER	SYNPCC7942_0143	Q31RZ4	pyruvate dehydrogenase complex E1 component &beta; subunit	PdhB
SYNPCC7942_0142-MONOMER	SYNPCC7942_0142	Q31RZ5	protein-export membrane protein SecD	SecD
SYNPCC7942_0141-MONOMER	SYNPCC7942_0141	Q31RZ6	SecF protein	SecF
SYNPCC7942_0140-MONOMER	SYNPCC7942_0140	Q31RZ7	conserved hypothetical protein	
SYNPCC7942_0139-MONOMER	SYNPCC7942_0139	Q31RZ8	acetolactate synthase, large subunit, biosynthetic type	IlvB
SYNPCC7942_0138-MONOMER	SYNPCC7942_0138	Q31RZ9	Membrane proteins, metalloendopeptidases-like	
SYNPCC7942_0137-MONOMER	SYNPCC7942_0137	Q31S00	ferrochelatase	HemH
SYNPCC7942_0136-MONOMER	SYNPCC7942_0136	Q31S01	phage integrase	
SYNPCC7942_0135-MONOMER	SYNPCC7942_0135	Q31S02	Methylase involved in ubiquinone/menaquinone biosynthesis	
SYNPCC7942_0134-MONOMER	SYNPCC7942_0134	Q31S03	hypothetical protein	
SYNPCC7942_0133-MONOMER	SYNPCC7942_0133	Q31S04	conserved hypothetical protein	
SYNPCC7942_0132-MONOMER	SYNPCC7942_0132	Q31S05	conserved hypothetical protein	
SYNPCC7942_0131-MONOMER	SYNPCC7942_0131	Q31S06	cyclic nucleotide-binding domain (cNMP-BD) protein	
SYNPCC7942_0130-MONOMER	SYNPCC7942_0130	Q31S07	hypothetical protein	
SYNPCC7942_0129-MONOMER	SYNPCC7942_0129	Q31S08	Resolvase, RNase H-like fold	
SYNPCC7942_0128-MONOMER	SYNPCC7942_0128	Q31S09	conserved hypothetical protein	
SYNPCC7942_0126-MONOMER	SYNPCC7942_0126	Q31S11	enoyl-(acyl-carrier-protein) reductase	FabI
SYNPCC7942_0125-MONOMER	SYNPCC7942_0125	Q31S12	Imidazoleglycerol-phosphate dehydratase	HisB
SYNPCC7942_0124-MONOMER	SYNPCC7942_0124	Q31S13	thiol methyltransferase 1-like	
SYNPCC7942_0123-MONOMER	SYNPCC7942_0123	Q31S14	conserved hypothetical protein	
SYNPCC7942_0122-MONOMER	SYNPCC7942_0122	Q31S15	EAL-domain protein	
SYNPCC7942_0121-MONOMER	SYNPCC7942_0121	Q31S16	conserved hypothetical protein	
SYNPCC7942_0120-MONOMER	SYNPCC7942_0120	Q31S17	Cytosine/adenosine deaminases-like	
SYNPCC7942_0119-MONOMER	SYNPCC7942_0119	Q31S18	hypothetical protein	
SYNPCC7942_0118-MONOMER	SYNPCC7942_0118	Q31S19	glutamyl-tRNA(Gln) amidotransferase, B subunit	GatB
SYNPCC7942_0117-MONOMER	SYNPCC7942_0117	Q31S20	thiol methyltransferase 1-like	
SYNPCC7942_0116-MONOMER	SYNPCC7942_0116	Q31S21	fructokinase	ScrK
SYNPCC7942_2009-MONOMER	SYNPCC7942_2009	Q31LN0	conserved hypothetical protein	
SYNPCC7942_0115-MONOMER	SYNPCC7942_0115	Q31S22	conserved hypothetical protein	
SYNPCC7942_2008-MONOMER	SYNPCC7942_2008	Q07948	conserved hypothetical protein	
SYNPCC7942_0114-MONOMER	SYNPCC7942_0114	Q31S23	hypothetical protein	
SYNPCC7942_2007-MONOMER	SYNPCC7942_2007	Q55235	Coenzyme A biosynthesis protein	CoaD
SYNPCC7942_0113-MONOMER	SYNPCC7942_0113	Q31S24	hypothetical protein	
SYNPCC7942_2006-MONOMER	SYNPCC7942_2006	Q31LN3	DivIVA-like cell division regulating protein	
SYNPCC7942_0112-MONOMER	SYNPCC7942_0112	Q31S25	Deoxyribodipyrimidine photolyase	PhrA
SYNPCC7942_2005-MONOMER	SYNPCC7942_2005	Q31LN4	flm3 region hypothetical protein 4	
SYNPCC7942_0111-MONOMER	SYNPCC7942_0111	Q31S26	DnaK protein-like	
SYNPCC7942_2004-MONOMER	SYNPCC7942_2004	Q31LN5	sigma-24 (FecI-like)	SigI
SYNPCC7942_0110-MONOMER	SYNPCC7942_0110	Q31S27	transcriptional regulator, XRE family	
SYNPCC7942_2003-MONOMER	SYNPCC7942_2003	Q31LN6	conserved hypothetical protein	
SYNPCC7942_0109-MONOMER	SYNPCC7942_0109	Q31S28	DNA-binding ferritin-like protein (oxidative damage protectant)	
SYNPCC7942_2002-MONOMER	SYNPCC7942_2002	Q31LN7	hypothetical protein	
SYNPCC7942_0108-MONOMER	SYNPCC7942_0108	Q31S29	ParB-like nuclease	ParB
SYNPCC7942_2001-MONOMER	SYNPCC7942_2001	Q31LN8	septum site-determining protein MinC	MinC
SYNPCC7942_0107-MONOMER	SYNPCC7942_0107	Q31S30	Small GTP-binding protein domain	
SYNPCC7942_2000-MONOMER	SYNPCC7942_2000	Q31LN9	Penicillin-binding protein 1A	
SYNPCC7942_0106-MONOMER	SYNPCC7942_0106	Q31S31	probable nicotinate-nucleotide adenylyltransferase	NadD
SYNPCC7942_1999-MONOMER	SYNPCC7942_1999	Q31LP0	RNA-binding region RNP-1	
SYNPCC7942_0105-MONOMER	SYNPCC7942_0105	Q31S32	NAD+ synthetase	NadE
SYNPCC7942_1998-MONOMER	SYNPCC7942_1998	Q31LP1	GAF	
SYNPCC7942_0104-MONOMER	SYNPCC7942_0104	Q31S33	hypothetical protein	
SYNPCC7942_1997-MONOMER	SYNPCC7942_1997	Q55019	high light-inducible protein	HliA
SYNPCC7942_0103-MONOMER	SYNPCC7942_0103	Q31S34	Ankyrin	ArpA
SYNPCC7942_1996-MONOMER	SYNPCC7942_1996	Q31LP3	conserved hypothetical protein	
SYNPCC7942_0102-MONOMER	SYNPCC7942_0102	Q31S35	conserved hypothetical protein	
SYNPCC7942_1995-MONOMER	SYNPCC7942_1995	Q31LP4	histidine biosynthesis bifunctional protein HisIE	
SYNPCC7942_0101-MONOMER	SYNPCC7942_0101	Q31S36	type 2 NADH dehydrogenase NdbA monomer	NdbA
SYNPCC7942_1994-MONOMER	SYNPCC7942_1994	Q31LP5	2,3-diketo-5-methylthio-1-phosphopentane phosphatase	MtnC
SYNPCC7942_0100-MONOMER	SYNPCC7942_0100	Q31S37	conserved hypothetical protein	
SYNPCC7942_1993-MONOMER	SYNPCC7942_1993	Q31LP6	Methylthioribulose-1-phosphate dehydratase	MtnB
SYNPCC7942_0099-MONOMER	SYNPCC7942_0099	Q31S38	hypothetical protein	
SYNPCC7942_1992-MONOMER	SYNPCC7942_1992	Q31LP7	Methylthioribose-1-phosphate isomerase	MtnA
SYNPCC7942_0098-MONOMER	SYNPCC7942_0098	Q31S39	pyruvate kinase	Pyk
SYNPCC7942_1991-MONOMER	SYNPCC7942_1991	Q31LP8	large conductance mechanosensitive channel protein	MscL
SYNPCC7942_0097-MONOMER	SYNPCC7942_0097	Q31S40	Cobaltochelatase, CobN subunit	CobN
SYNPCC7942_1990-MONOMER	SYNPCC7942_1990	Q31LP9	conserved hypothetical protein	
SYNPCC7942_0096-MONOMER	SYNPCC7942_0096	Q31S41	conserved hypothetical protein	
SYNPCC7942_1989-MONOMER	SYNPCC7942_1989	Q31LQ0	Cation efflux family protein	
SYNPCC7942_0095-MONOMER	SYNPCC7942_0095	Q31S42	RpaA response regulator	RpaA
SYNPCC7942_1988-MONOMER	SYNPCC7942_1988	Q31LQ1	conserved hypothetical protein	
SYNPCC7942_0094-MONOMER	SYNPCC7942_0094	Q31S43	DNA polymerase III, delta prime subunit	HolB
SYNPCC7942_1987-MONOMER	SYNPCC7942_1987	Q31LQ2	(Regulator of Phycobilisome Association C (RpaC)	RpaC
SYNPCC7942_0093-MONOMER	SYNPCC7942_0093	Q31S44	Thymidylate kinase	Tmk
SYNPCC7942_1986-MONOMER	SYNPCC7942_1986	Q31LQ3	processing protease	PqqL
SYNPCC7942_0092-MONOMER	SYNPCC7942_0092	Q31S45	conserved hypothetical protein	
SYNPCC7942_1985-MONOMER	SYNPCC7942_1985	Q31LQ4	conserved hypothetical protein	
SYNPCC7942_0091-MONOMER	SYNPCC7942_0091	Q31S46	conserved hypothetical protein YCF21	
SYNPCC7942_1984-MONOMER	SYNPCC7942_1984	P37269	phytoene synthase	CrtB
SYNPCC7942_0090-MONOMER	SYNPCC7942_0090	Q31S47	transcriptional regulator, GntR family	GntR
SYNPCC7942_1983-MONOMER	SYNPCC7942_1983	P26294	Carotene 7,8-desaturase	
SYNPCC7942_0089-MONOMER	SYNPCC7942_0089	Q31S48	Carboxymethylenebutenolidase	ClcD
SYNPCC7942_1982-MONOMER	SYNPCC7942_1982	Q31LQ7	NADH dehydrogenase I subunit M	NdhM
SYNPCC7942_0088-MONOMER	SYNPCC7942_0088	Q31S49	conserved hypothetical protein	
SYNPCC7942_1981-MONOMER	SYNPCC7942_1981	Q31LQ8	conserved hypothetical protein	
SYNPCC7942_0087-MONOMER	SYNPCC7942_0087	Q31S50	conserved hypothetical protein	
SYNPCC7942_1980-MONOMER	SYNPCC7942_1980	Q99QJ5	LysR family transcriptional regulator	
SYNPCC7942_0086-MONOMER	SYNPCC7942_0086	Q31S51		GlgX
SYNPCC7942_1979-MONOMER	SYNPCC7942_1979	Q9ALA6	membrane protein-like	
SYNPCC7942_0085-MONOMER	SYNPCC7942_0085	Q31S52	HAD-superfamily hydrolase subfamily IA, variant 3	
SYNPCC7942_1978-MONOMER	SYNPCC7942_1978	Q9ALA7	thioredoxin	
SYNPCC7942_0084-MONOMER	SYNPCC7942_0084	Q54731	conserved hypothetical protein	
SYNPCC7942_1977-MONOMER	SYNPCC7942_1977	Q31LR2	proton-translocating NADH-quinone oxidoreductase, subunit NdhF1	
SYNPCC7942_0083-MONOMER	SYNPCC7942_0083	Q54732	hypothetical protein	
SYNPCC7942_1976-MONOMER	SYNPCC7942_1976	Q31LR3	proton-translocating NADH-quinone oxidoreductase, subunit NdhD1	
SYNPCC7942_0082-MONOMER	SYNPCC7942_0082	Q31S55	ATPase	
SYNPCC7942_1975-MONOMER	SYNPCC7942_1975	Q31LR4	conserved hypothetical protein	
SYNPCC7942_0081-MONOMER	SYNPCC7942_0081	Q31S56	RNA-binding S4	
SYNPCC7942_1974-MONOMER	SYNPCC7942_1974	Q31LR5	condensin subunit ScpA	
SYNPCC7942_0080-MONOMER	SYNPCC7942_0080	Q31S57	probable ABC transporter permease protein	
SYNPCC7942_1973-MONOMER	SYNPCC7942_1973	Q31LR6	mannose-1-phosphate guanyltransferase	CpsB
SYNPCC7942_0079-MONOMER	SYNPCC7942_0079	Q31S58	conserved hypothetical protein YCF41	
SYNPCC7942_1972-MONOMER	SYNPCC7942_1972	Q31LR7	TPR repeat	
SYNPCC7942_0078-MONOMER	SYNPCC7942_0078	Q31S59	Protein of unknown function UPF0047	
SYNPCC7942_1971-MONOMER	SYNPCC7942_1971	Q31LR8	Peptidase M20D, amidohydrolase	
SYNPCC7942_0077-MONOMER	SYNPCC7942_0077	Q31S60	transcriptional regulator, XRE family	
SYNPCC7942_1970-MONOMER	SYNPCC7942_1970	Q31LR9	N-acyl-L-amino acid amidohydrolase	Ama
SYNPCC7942_0076-MONOMER	SYNPCC7942_0076	Q31S61	extracellular solute-binding protein, family 3	
SYNPCC7942_1969-MONOMER	SYNPCC7942_1969	Q31LS0	Transcriptional regulator AbrB	AbrB
SYNPCC7942_0075-MONOMER	SYNPCC7942_0075	Q31S62	aminopeptidase P	PepP
SYNPCC7942_1968-MONOMER	SYNPCC7942_1968	Q31LS1	conserved hypothetical protein	
SYNPCC7942_0074-MONOMER	SYNPCC7942_0074	Q31S63	conserved hypothetical protein	
SYNPCC7942_1967-MONOMER	SYNPCC7942_1967	Q31LS2	undecaprenol kinase, putative	UppP
SYNPCC7942_0073-MONOMER	SYNPCC7942_0073	Q31S64	hydroxymethylbutenyl pyrophosphate reductase	LytB, IspH
SYNPCC7942_1966-MONOMER	SYNPCC7942_1966	Q31LS3	conserved hypothetical protein	
SYNPCC7942_0072-MONOMER	SYNPCC7942_0072	Q31S65	conserved hypothetical protein	
SYNPCC7942_1965-MONOMER	SYNPCC7942_1965	Q31LS4	exopolyphosphatase	Ppx
SYNPCC7942_0071-MONOMER	SYNPCC7942_0071	Q31S66	pleiotropic regulatory protein	
SYNPCC7942_1964-MONOMER	SYNPCC7942_1964	Q31LS5	4-hydroxybenzoate polyprenyl transferase	UbiA
SYNPCC7942_0070-MONOMER	SYNPCC7942_0070	Q31S67	conserved hypothetical protein	
SYNPCC7942_1963-MONOMER	SYNPCC7942_1963	Q31LS6	conserved hypothetical protein	
SYNPCC7942_0069-MONOMER	SYNPCC7942_0069	Q31S68	hypothetical protein	
SYNPCC7942_1962-MONOMER	SYNPCC7942_1962	Q31LS7	photosystem II PsbY protein	PsbY
SYNPCC7942_0068-MONOMER	SYNPCC7942_0068	Q31S69	ABC type transporter, ATPase component	
SYNPCC7942_1961-MONOMER	SYNPCC7942_1961	Q31LS8	ferripyochelin binding protein	Fbp
SYNPCC7942_0067-MONOMER	SYNPCC7942_0067	Q31S70	ABC type transporter, permease component	
SYNPCC7942_1960-MONOMER	SYNPCC7942_1960	Q31LS9	conserved hypothetical protein	
SYNPCC7942_0066-MONOMER	SYNPCC7942_0066	Q31S71	ABC type transporter, putative component	
SYNPCC7942_1959-MONOMER	SYNPCC7942_1959	Q31LT0	prolyl-tRNA synthetase	ProS
SYNPCC7942_0065-MONOMER	SYNPCC7942_0065	Q31S72	translation initiation factor IF-3	InfC
SYNPCC7942_1958-MONOMER	SYNPCC7942_1958	Q31LT1	conserved hypothetical protein	
SYNPCC7942_0064-MONOMER	SYNPCC7942_0064	Q31S73	hypothetical protein	
SYNPCC7942_1957-MONOMER	SYNPCC7942_1957	Q54777	cyclic nucleotide-binding domain (cNMP-BD) protein	
SYNPCC7942_0063-MONOMER	SYNPCC7942_0063	Q31S74	dual specificity protein phosphatase	
SYNPCC7942_1956-MONOMER	SYNPCC7942_1956	Q54776	acetyl-CoA carboxylase, carboxyl transferase &beta; subunit	AccD
SYNPCC7942_0062-MONOMER	SYNPCC7942_0062	Q31S75	glucose-1-phosphate cytidylyltransferase	RfbF
SYNPCC7942_1955-MONOMER	SYNPCC7942_1955	Q31LT4	conserved hypothetical protein	
SYNPCC7942_0061-MONOMER	SYNPCC7942_0061	Q31S76	CDP-glucose 4,6-dehydratase	RfbG
SYNPCC7942_1954-MONOMER	SYNPCC7942_1954	Q54775	CTP synthase	PyrG
SYNPCC7942_0060-MONOMER	SYNPCC7942_0060	Q31S77	hypothetical protein	
SYNPCC7942_1953-MONOMER	SYNPCC7942_1953	Q54774	6-pyruvoyl tetrahydrobiopterin synthase	
SYNPCC7942_0059-MONOMER	SYNPCC7942_0059	Q31S78	hypothetical protein	
SYNPCC7942_1952-MONOMER	SYNPCC7942_1952	Q54773	conserved hypothetical protein	
SYNPCC7942_0058-MONOMER	SYNPCC7942_0058	Q31S79	dTDP-4-dehydrorhamnose 3,5-epimerase	RfbC
SYNPCC7942_1951-MONOMER	SYNPCC7942_1951	Q54772	conserved hypothetical protein	
SYNPCC7942_0057-MONOMER	SYNPCC7942_0057	Q31S80	putative C-3 methyl transferase	
SYNPCC7942_1950-MONOMER	SYNPCC7942_1950	Q31LT9	conserved hypothetical protein	
SYNPCC7942_0056-MONOMER	SYNPCC7942_0056	Q31S81	perosamine synthetase	RfbE
SYNPCC7942_1949-MONOMER	SYNPCC7942_1949	Q54771	conserved hypothetical protein	
SYNPCC7942_0055-MONOMER	SYNPCC7942_0055	Q31S82	hypothetical protein	
SYNPCC7942_1948-MONOMER	SYNPCC7942_1948	Q31LU1	conserved hypothetical protein	
SYNPCC7942_0054-MONOMER	SYNPCC7942_0054	Q31S83	conserved hypothetical protein	
SYNPCC7942_1947-MONOMER	SYNPCC7942_1947	Q31LU2	conserved hypothetical protein	
SYNPCC7942_0053-MONOMER	SYNPCC7942_0053	Q31S84	conserved hypothetical protein	
SYNPCC7942_1946-MONOMER	SYNPCC7942_1946	Q31LU3	conserved hypothetical protein	
SYNPCC7942_0052-MONOMER	SYNPCC7942_0052	Q31S85	conserved hypothetical protein	
SYNPCC7942_1945-MONOMER	SYNPCC7942_1945	Q31LU4	excinuclease ABC, C subunit	UvrC
SYNPCC7942_0051-MONOMER	SYNPCC7942_0051	Q31S86	TPR repeat	
SYNPCC7942_1944-MONOMER	GCEQ-2175	Q31LU5	pyruvate dehydrogenase complex E1 component &alpha; subunit	PdhA
SYNPCC7942_0050-MONOMER	SYNPCC7942_0050	Q31S87	conserved hypothetical protein	
SYNPCC7942_1943-MONOMER	SYNPCC7942_1943	Q93AK0	cell division protein Ftn2	
SYNPCC7942_0049-MONOMER	SYNPCC7942_0049	Q31S88	pilin polypeptide PilA-like	
SYNPCC7942_1942-MONOMER	SYNPCC7942_1942	Q31LU7	peroxiredoxin PrxQ-A3	
SYNPCC7942_0048-MONOMER	SYNPCC7942_0048	Q31S89	pilin polypeptide PilA-like	
SYNPCC7942_1941-MONOMER	SYNPCC7942_1941	Q31LU8	conserved hypothetical protein	
SYNPCC7942_0047-MONOMER	SYNPCC7942_0047	Q31S90	TPR repeat	
SYNPCC7942_1940-MONOMER	SYNPCC7942_1940	Q31LU9	putative membrane transporter	
SYNPCC7942_0046-MONOMER	SYNPCC7942_0046	Q31S91	methylase involved in ubiquinone/menaquinone biosynthesis	
SYNPCC7942_1939-MONOMER	SYNPCC7942_1939	Q9WWL7	glyceraldehyde-3-phosphate dehydrogenase, type I	
SYNPCC7942_B2664-MONOMER	SYNPCC7942_B2664	Q59966	cysteine synthase A	SrpG
SYNPCC7942_0045-MONOMER	SYNPCC7942_0045	Q31S92	TPR repeat	
SYNPCC7942_1938-MONOMER	SYNPCC7942_1938	Q31LV1	multidrug-efflux transporter	
SYNPCC7942_B2663-MONOMER	SYNPCC7942_B2663	Q59967		SrpH
SYNPCC7942_0044-MONOMER	SYNPCC7942_0044	Q31S93	conserved hypothetical protein	
SYNPCC7942_1937-MONOMER	SYNPCC7942_1937	Q31LV2	peptide methionine sulfoxide reductase	MsrA
SYNPCC7942_B2662-MONOMER	SYNPCC7942_B2662	Q55032	major membrane protein I	SrpI
SYNPCC7942_0043-MONOMER	SYNPCC7942_0043	Q31S94	conserved hypothetical protein	
SYNPCC7942_1936-MONOMER	SYNPCC7942_1936	Q31LV3	conserved hypothetical protein	
SYNPCC7942_B2661-MONOMER	SYNPCC7942_B2661	Q8KUU5	cysteine desulfurase	
SYNPCC7942_0042-MONOMER	SYNPCC7942_0042	Q31S95	50S ribosomal subunit protein L28	RpmB
SYNPCC7942_1935-MONOMER	SYNPCC7942_1935	Q31LV4	Prepilin peptidase	PilD
SYNPCC7942_B2660-MONOMER	SYNPCC7942_B2660	Q31JS8	hypothetical protein	
SYNPCC7942_0041-MONOMER	SYNPCC7942_0041	Q31S96	probable transport protein	
SYNPCC7942_1934-MONOMER	SYNPCC7942_1934	Q31LV5	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	DacB
SYNPCC7942_B2659-MONOMER	SYNPCC7942_B2659	Q71MI7	VapC-like toxin	nucleic acid-binding protein,contains PIN domain
SYNPCC7942_0040-MONOMER	SYNPCC7942_0040	Q31S97	dihydroneopterin aldolase	FolB
SYNPCC7942_1933-MONOMER	SYNPCC7942_1933	Q31LV6		Fni
SYNPCC7942_B2658-MONOMER	SYNPCC7942_B2658	Q31JU1	hypothetical protein	
SYNPCC7942_0039-MONOMER	SYNPCC7942_0039	P21577	6-phosphogluconate dehydrogenase, decarboxylating	Gnd
SYNPCC7942_1932-MONOMER	SYNPCC7942_1932	Q31LV7	conserved hypothetical protein	
SYNPCC7942_B2657-MONOMER	SYNPCC7942_B2657	Q8KUX0	hypothetical protein	
SYNPCC7942_0038-MONOMER	SYNPCC7942_0038	Q31S99	mutator MutT protein	MutT
SYNPCC7942_1931-MONOMER	SYNPCC7942_1931	Q31LV8	probable serine/threonine protein phosphatase	
SYNPCC7942_B2656-MONOMER	SYNPCC7942_B2656	Q8KUX3	hypothetical protein	
SYNPCC7942_0037-MONOMER	SYNPCC7942_0037	Q31SA0	hypothetical protein	
SYNPCC7942_1930-MONOMER	SYNPCC7942_1930	Q31LV9	conserved hypothetical protein	
SYNPCC7942_B2655-MONOMER	SYNPCC7942_B2655	Q8KUT3	conserved hypothetical protein	
SYNPCC7942_0036-MONOMER	SYNPCC7942_0036	Q31SA1	conserved hypothetical protein	
SYNPCC7942_1929-MONOMER	SYNPCC7942_1929	Q31LW0	cysteine desulfurase	
SYNPCC7942_B2654-MONOMER	SYNPCC7942_B2654	Q8KUU6	rhodanese-related sulfurtransferase	
SYNPCC7942_0035-MONOMER	SYNPCC7942_0035	Q31SA2	conserved hypothetical protein	
SYNPCC7942_1928-MONOMER	SYNPCC7942_1928	Q31LW1	conserved hypothetical protein	
SYNPCC7942_B2653-MONOMER	SYNPCC7942_B2653	Q8KUV1	PemK-like toxin	
SYNPCC7942_0034-MONOMER	SYNPCC7942_0034	Q31SA3	N-acetylornithine aminotransferase	ArgD
SYNPCC7942_1927-MONOMER	SYNPCC7942_1927	Q31LW2	diaminopimelate epimerase	DapF
SYNPCC7942_B2652-MONOMER	SYNPCC7942_B2652	Q31JV0	hypothetical protein	
SYNPCC7942_0033-MONOMER	SYNPCC7942_0033	Q31SA4	conserved hypothetical protein	
SYNPCC7942_1926-MONOMER	SYNPCC7942_1926	Q31LW3	conserved hypothetical protein	
SYNPCC7942_B2651-MONOMER	SYNPCC7942_B2651	Q8KUV2	site-specific recombinase	XerC
SYNPCC7942_0032-MONOMER	SYNPCC7942_0032	Q31SA5	conserved hypothetical protein	
SYNPCC7942_1925-MONOMER	SYNPCC7942_1925	Q31LW4	probable peptidase	
SYNPCC7942_B2650-MONOMER	SYNPCC7942_B2650	Q8KUV5	transcriptional regulator	
SYNPCC7942_0031-MONOMER	SYNPCC7942_0031	Q31SA6	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	BioA
SYNPCC7942_1924-MONOMER	SYNPCC7942_1924	Q31LW5	conserved hypothetical protein	
SYNPCC7942_B2649-MONOMER	SYNPCC7942_B2649	P72562	hypothetical protein	
